,_step,eval_average_episode_rewards,algorithm,seed,Environment steps,Reward
59,1184000,-72.1081966031887,MASK_AGENT_pro,9100,1184000,-72.1081966031887
60,1204000,-68.23168859310717,MASK_AGENT_pro,9100,1204000,-68.23168859310717
61,1224000,-65.52945978979665,MASK_AGENT_pro,9100,1224000,-65.52945978979665
62,1244000,-67.82202014468409,MASK_AGENT_pro,9100,1244000,-67.82202014468409
63,1264000,-63.913728352196266,MASK_AGENT_pro,9100,1264000,-63.913728352196266
64,1284000,-66.17343160252108,MASK_AGENT_pro,9100,1284000,-66.17343160252108
65,1304000,-58.41565331448005,MASK_AGENT_pro,9100,1304000,-58.41565331448005
66,1324000,-60.73035769792682,MASK_AGENT_pro,9100,1324000,-60.73035769792682
67,1344000,-61.21436636527128,MASK_AGENT_pro,9100,1344000,-61.21436636527128
68,1364000,-61.80189251164471,MASK_AGENT_pro,9100,1364000,-61.80189251164471
69,1384000,-52.77665602238507,MASK_AGENT_pro,9100,1384000,-52.77665602238507
70,1404000,-57.47752018055352,MASK_AGENT_pro,9100,1404000,-57.47752018055352
71,1424000,-55.44112871518449,MASK_AGENT_pro,9100,1424000,-55.44112871518449
72,1444000,-54.03853898449135,MASK_AGENT_pro,9100,1444000,-54.03853898449135
73,1464000,-53.31479583739785,MASK_AGENT_pro,9100,1464000,-53.31479583739785
74,1484000,-48.93004498542119,MASK_AGENT_pro,9100,1484000,-48.93004498542119
75,1504000,-52.14989325753629,MASK_AGENT_pro,9100,1504000,-52.14989325753629
76,1524000,-55.33712144084385,MASK_AGENT_pro,9100,1524000,-55.33712144084385
77,1544000,-51.34625587099805,MASK_AGENT_pro,9100,1544000,-51.34625587099805
78,1564000,-54.436494798911596,MASK_AGENT_pro,9100,1564000,-54.436494798911596
79,1584000,-53.61177815488416,MASK_AGENT_pro,9100,1584000,-53.61177815488416
80,1604000,-53.40045172311577,MASK_AGENT_pro,9100,1604000,-53.40045172311577
81,1624000,-57.53283445305683,MASK_AGENT_pro,9100,1624000,-57.53283445305683
82,1644000,-49.68256562570446,MASK_AGENT_pro,9100,1644000,-49.68256562570446
83,1664000,-54.17529461062185,MASK_AGENT_pro,9100,1664000,-54.17529461062185
84,1684000,-49.31563441443505,MASK_AGENT_pro,9100,1684000,-49.31563441443505
85,1704000,-51.593407224038216,MASK_AGENT_pro,9100,1704000,-51.593407224038216
86,1724000,-59.566347490780274,MASK_AGENT_pro,9100,1724000,-59.566347490780274
87,1744000,-62.27870206430301,MASK_AGENT_pro,9100,1744000,-62.27870206430301
88,1764000,-58.859216003448,MASK_AGENT_pro,9100,1764000,-58.859216003448
89,1784000,-61.18090239807625,MASK_AGENT_pro,9100,1784000,-61.18090239807625
90,1804000,-62.17088431726878,MASK_AGENT_pro,9100,1804000,-62.17088431726878
91,1824000,-50.285857515917826,MASK_AGENT_pro,9100,1824000,-50.285857515917826
92,1844000,-49.406289559712675,MASK_AGENT_pro,9100,1844000,-49.406289559712675
93,1864000,-46.49088921513207,MASK_AGENT_pro,9100,1864000,-46.49088921513207
94,1884000,-47.6250199404855,MASK_AGENT_pro,9100,1884000,-47.6250199404855
95,1904000,-51.238846899858274,MASK_AGENT_pro,9100,1904000,-51.238846899858274
96,1924000,-51.73442470094382,MASK_AGENT_pro,9100,1924000,-51.73442470094382
97,1944000,-54.66534245107245,MASK_AGENT_pro,9100,1944000,-54.66534245107245
98,1964000,-58.03026810257173,MASK_AGENT_pro,9100,1964000,-58.03026810257173
99,1984000,-64.91659327707919,MASK_AGENT_pro,9100,1984000,-64.91659327707919
