,_step,eval_average_episode_rewards,algorithm,seed,Environment steps,Reward
71,1424000,-107.02238217213115,MAT,-3,1424000,-107.02238217213115
72,1444000,-110.75721683939518,MAT,-3,1444000,-110.75721683939518
73,1464000,-113.93934731251849,MAT,-3,1464000,-113.93934731251849
74,1484000,-112.70850246545157,MAT,-3,1484000,-112.70850246545157
75,1504000,-109.66295421795897,MAT,-3,1504000,-109.66295421795897
76,1524000,-98.00782590347606,MAT,-3,1524000,-98.00782590347606
77,1544000,-96.05011374554155,MAT,-3,1544000,-96.05011374554155
78,1564000,-90.31728498010084,MAT,-3,1564000,-90.31728498010084
79,1584000,-91.09861947724497,MAT,-3,1584000,-91.09861947724497
80,1604000,-93.2965700943522,MAT,-3,1604000,-93.2965700943522
81,1624000,-88.97148143427523,MAT,-3,1624000,-88.97148143427523
82,1644000,-90.7334754587181,MAT,-3,1644000,-90.7334754587181
83,1664000,-85.86391023596062,MAT,-3,1664000,-85.86391023596062
84,1684000,-87.30095192440453,MAT,-3,1684000,-87.30095192440453
85,1704000,-89.4965907799076,MAT,-3,1704000,-89.4965907799076
86,1724000,-81.52887966505999,MAT,-3,1724000,-81.52887966505999
87,1744000,-75.43911067126575,MAT,-3,1744000,-75.43911067126575
88,1764000,-75.20980554018857,MAT,-3,1764000,-75.20980554018857
89,1784000,-70.39049731861778,MAT,-3,1784000,-70.39049731861778
90,1804000,-71.41397751113087,MAT,-3,1804000,-71.41397751113087
91,1824000,-67.9784531738297,MAT,-3,1824000,-67.9784531738297
92,1844000,-67.66580806603818,MAT,-3,1844000,-67.66580806603818
